,Accuracy,Accuracy,Accuracy,Recall,Recall,Recall,F1-score,F1-score,F1-score
,SVM,DT,RF,SVM,DT,RF,SVM,DT,RF
ResNet18,0.4,0.8,0.6,0.2905982905982906,0.8649572649572649,0.4256410256410256,0.2515406162464986,0.8293675889328064,0.38596491228070173
MobileNet,0.4857142857142857,0.8285714285714286,0.6,0.3504273504273504,0.8803418803418802,0.4256410256410256,0.31555555555555553,0.8783809523809524,0.3876491228070175
SqueezeNet,0.3142857142857143,0.8857142857142857,0.4857142857142857,0.2376068376068376,0.9179487179487179,0.3504273504273504,0.17657780815675553,0.9177423195999047,0.3121070650482415
DenseNet,0.34285714285714286,0.8857142857142857,0.6,0.25982905982905985,0.9179487179487179,0.43247863247863244,0.19508448540706608,0.8986800334168755,0.3865689865689866
VGG11,0.34285714285714286,0.8,0.6571428571428571,0.3042735042735042,0.8649572649572649,0.5008547008547009,0.27196914700544467,0.8277777777777777,0.492987012987013
VGG13,0.45714285714285713,0.8285714285714286,0.5714285714285714,0.3213675213675214,0.8803418803418802,0.4547008547008547,0.29271413828689374,0.8225641025641025,0.43465587044534415
VGG16,0.45714285714285713,0.8857142857142857,0.45714285714285713,0.3282051282051282,0.9179487179487179,0.3350427350427351,0.28270676691729324,0.857948717948718,0.2892857142857143
VGG19,0.45714285714285713,0.8,0.5714285714285714,0.3418803418803419,0.8649572649572649,0.4547008547008547,0.28119047619047616,0.8438095238095238,0.4359454191033139
