,Accuracy,Accuracy,Accuracy,Recall,Recall,Recall,F1-score,F1-score,F1-score
,SVM,DT,RF,SVM,DT,RF,SVM,DT,RF
ResNet18,0.4,0.9142857142857143,0.6857142857142857,0.2982456140350877,0.9424342105263158,0.5953947368421053,0.2255892255892256,0.9227626948215184,0.5200189753320683
MobileNet,0.34285714285714286,0.8,0.5142857142857142,0.2149122807017544,0.8536184210526316,0.444078947368421,0.1770334928229665,0.825,0.3636078595317726
SqueezeNet,0.42857142857142855,0.8285714285714286,0.6285714285714286,0.3399122807017544,0.8667763157894737,0.5148026315789473,0.2474972191323693,0.852834008097166,0.4487179487179487
DenseNet,0.5714285714285714,0.8857142857142857,0.6571428571428571,0.33826754385964913,0.8930921052631579,0.4736842105263158,0.3235479797979798,0.8791497975708502,0.3736842105263158
VGG11,0.6285714285714286,0.8571428571428571,0.6857142857142857,0.4967105263157895,0.8799342105263158,0.5411184210526316,0.4304347826086956,0.8302776171197224,0.4793233082706767
VGG13,0.6,0.8857142857142857,0.7714285714285715,0.4446271929824561,0.8930921052631579,0.6348684210526316,0.419452347083926,0.8593406593406594,0.5848039215686275
VGG16,0.5714285714285714,0.8857142857142857,0.7428571428571429,0.3744517543859649,0.8930921052631579,0.5855263157894737,0.38179046563192903,0.8980769230769231,0.5317460317460317
VGG19,0.42857142857142855,0.8857142857142857,0.6285714285714286,0.3475877192982456,0.9111842105263158,0.5328947368421053,0.30354638349028257,0.8940154440154441,0.4636904761904762
