"","Q_D","Q_A","Q_L","V4"
"1",0.452785534480985,-0.0208090172693766,0.22382535380019,"1_resnet18_d"
"2",0.166988567501442,0.484452141651805,0.00938408836346946,"1_resnet18_a"
"3",0.152144858569318,-0.152187684438352,0.284334927981457,"1_resnet18_l"
"4",0.487897556501741,-0.0121608075822678,0.222134143652681,"1_mobilenet_d"
"5",0.166988567501442,0.484452141651805,0.00938408836346946,"1_mobilenet_a"
"6",0.160187410070137,-0.146789787638571,0.249399393544767,"1_mobilenet_l"
"7",0.418947743879559,-0.0400228767533714,0.21652010630978,"1_squeezenet_d"
"8",0.166988567501442,0.484452141651805,0.00938408836346946,"1_squeezenet.a"
"9",0.0663422363071155,-0.155332695462175,0.215301693012318,"1_squeezenet_l"
"10",0.58041990188003,-0.00912837121019082,0.258925277012833,"1_densenet_d"
"11",0.0325370168499758,0.316012864350144,0.0134086331118188,"1_densenet_a"
"12",0.160311941031285,-0.16436979595806,0.304944258629152,"1_densenet_l"
"13",0.505634319262678,-0.0237817340221447,0.320507311358851,"1_vgg11_d"
"14",0.166988567501442,0.484452141651805,0.00938408836346946,"1_vgg11_a"
"15",0.108147315202692,-0.161470094623045,0.330262935817405,"1_vgg11_l"
"16",0.477237988101672,-0.0483814354832855,0.25612398025456,"1_vgg13_d"
"17",0.166988567501442,0.484452141651805,0.00938408836346946,"1_vgg13_a"
"18",0.177732196745815,-0.105686207465518,0.387385402951548,"1_vgg13_l"
"19",0.48740136746546,-0.0347792485441015,0.220802559318337,"1_vgg16_d"
"20",0.166988567501442,0.484452141651805,0.00938408836346946,"1_vgg16_a"
"21",0.14153750699413,-0.160675757555246,0.318876706288008,"1_vgg16_l"
"22",0.503389569796713,-0.00311806514494388,0.280611586032062,"1_vgg19_d"
"23",0.166988567501442,0.484452141651805,0.00938408836346946,"1_vgg19_a"
"24",0.00592672960918017,-0.152952665052708,0.302250548261634,"1_vgg19_l"
"25",0.535905559632204,0.20043848254335,0.26357823824696,"2_resnet18_d"
"26",0.26896709508406,0.456521739130435,0.106537842568106,"2_resnet18_a"
"27",0.0412843048509675,0.0454882064649728,0.305115762199477,"2_resnet18_l"
"28",0.56299747859147,0.236401203799108,0.219802247853907,"2_mobilenet_d"
"29",0.28921792755534,0.692218655243173,0.11397338145046,"2_mobilenet_a"
"30",0.114340134412019,0.0245328053668746,0.302758278280556,"2_mobilenet_l"
"31",0.527968021191188,0.253300180754189,0.220933206480363,"2_squeezenet_d"
"32",0.28921792755534,0.692218655243173,0.11397338145046,"2_squeezenet.a"
"33",0.0967716355467533,0.00242655555065343,0.402163102208496,"2_squeezenet_l"
"34",0.451728047736531,0.225636080788771,0.169066139223947,"2_densenet_d"
"35",0.28921792755534,0.692218655243173,0.11397338145046,"2_densenet_a"
"36",0.0648320349758873,0.0269860859035621,0.342105924555286,"2_densenet_l"
"37",0.527968021191188,0.253300180754189,0.220933206480363,"2_vgg11_d"
"38",0.28921792755534,0.692218655243173,0.11397338145046,"2_vgg11_a"
"39",0.0612652080644789,0.00721737958919046,0.374069900168549,"2_vgg11_l"
"40",0.468418259560774,0.202699177407653,0.149078090213011,"2_vgg13_d"
"41",0.28921792755534,0.692218655243173,0.11397338145046,"2_vgg13_a"
"42",0.0104035258977417,0,0.284035884082136,"2_vgg13_l"
"43",0.573332557665787,0.190543143575559,0.261631712938689,"2_vgg16_d"
"44",0.28921792755534,0.692218655243173,0.11397338145046,"2_vgg16_a"
"45",0.042589012847775,-0.00479121979812464,0.335131145899755,"2_vgg16_l"
"46",0.356624818513122,0.195152294997666,0.138256197012532,"2_vgg19_d"
"47",0.167051088556528,0.546341517135269,0.0331918777795658,"2_vgg19_a"
"48",0.0877119931992331,-0.0144117555634798,0.337089508093198,"2_vgg19_l"
"49",0.447718230655704,0.170487977727248,0.17417525345173,"3_resnet18_d"
"50",0.237832202199023,0.484452141651805,0.150145413815511,"3_resnet18_a"
"51",0.140272948402374,0.0245328053668746,0.28417744531749,"3_resnet18_l"
"52",0.414619484049521,0.00603439755295477,0.357564672647837,"3_mobilenet_d"
"53",0.237832202199023,0.484452141651805,0.150145413815511,"3_mobilenet_a"
"54",0.0826463531523682,-0.142934677723677,0.393955804804192,"3_mobilenet_l"
"55",0.49248589783617,0.00909742748992546,0.352619966489197,"3_squeezenet_d"
"56",0.237832202199023,0.484452141651805,0.150145413815511,"3_squeezenet.a"
"57",0.117551429568144,-0.12477234584508,0.316093238901147,"3_squeezenet_l"
"58",0.414258090462618,0.0287388902200063,0.301600730673482,"3_densenet_d"
"59",0.237832202199023,0.484452141651805,0.150145413815511,"3_densenet_a"
"60",0.13750012693298,-0.0197358277487365,0.296755083747787,"3_densenet_l"
"61",0.467262555046123,0.0186418127550418,0.405577221685086,"3_vgg11_d"
"62",0.28921792755534,0.316012864350144,0.214538129789101,"3_vgg11_a"
"63",0.141844962565166,0.0246010090163167,0.253182651912662,"3_vgg11_l"
"64",0.507849733122691,0.0287388902200063,0.398340587681957,"3_vgg13_d"
"65",0.237832202199023,0.484452141651805,0.150145413815511,"3_vgg13_a"
"66",0.125780029637914,-0.12477234584508,0.407651280513893,"3_vgg13_l"
"67",0.584096815579181,0.124391100083773,0.323697093535723,"3_vgg16_d"
"68",0.237832202199023,0.484452141651805,0.150145413815511,"3_vgg16_a"
"69",0.220875093803066,0.00489034099238111,0.439018920421803,"3_vgg16_l"
"70",0.465611445448209,0.179567424052058,0.296556237751166,"3_vgg19_d"
"71",0.237832202199023,0.484452141651805,0.150145413815511,"3_vgg19_a"
"72",0.12411434224452,0.0196808072130534,0.34853715717847,"3_vgg19_l"
"73",0.57013268422396,0.136912813347527,0.283384938720226,"4_resnet18_d"
"74",0.28921792755534,0.692218655243173,0.11397338145046,"4_resnet18_a"
"75",0.10113272486865,-0.0454446629573193,0.426244042094827,"4_resnet18_l"
"76",0.616730067069188,0.136912813347527,0.235095128534716,"4_mobilenet_d"
"77",0.28921792755534,0.692218655243173,0.11397338145046,"4_mobilenet_a"
"78",0.111888828624581,-0.0720205604835956,0.380762600733484,"4_mobilenet_l"
"79",0.626151187993277,0.126384551417005,0.286540493359665,"4_squeezenet_d"
"80",0.167051088556528,0.546341517135269,-0.0138299490748191,"4_squeezenet.a"
"81",0.171295312537783,-0.0613849814044851,0.355528585816407,"4_squeezenet_l"
"82",0.627694157150418,0.136912813347527,0.251615326756075,"4_densenet_d"
"83",0.28921792755534,0.692218655243173,0.11397338145046,"4_densenet_a"
"84",0.0909332977020061,-0.0646814672746826,0.304179543252962,"4_densenet_l"
"85",0.616730067069188,0.136912813347527,0.350736516084226,"4_vgg11_d"
"86",0.167051088556528,0.546341517135269,0.0995756333386975,"4_vgg11_a"
