"","Q_D","Q_A","Q_L","V4"
"1",0.0212530904092744,-0.0982946374365981,-0.0547405154535718,"1_resnet18_d"
"2",-0.159869944212675,-0.210400426326998,-0.114447552015933,"1_resnet18_l"
"3",0.0626441582086981,-0.0745011159729912,-0.0497878166693487,"1_mobilenet_d"
"4",-0.112923462986198,-0.20368381957822,-0.0360655588435364,"1_mobilenet_l"
"5",0.268776113553195,0.238474714188444,0.0931289510259547,"1_squeezenet_d"
"6",-0.112044663287482,-0.0294556808590359,-0.0776453072564749,"1_squeezenet_l"
"7",0.29189543260918,0.144486907810502,0.163856203202136,"1_densenet_d"
"8",-0.0525850777373346,-0.194258990206582,-0.102393198308435,"1_densenet_l"
"9",0.272920036103126,-0.117809396732021,0.00937261870544913,"1_vgg11_d"
"10",0.16718613145754,-0.0539461906959155,0.110557359931966,"1_vgg11_l"
"11",0.289857743245928,0.184782608695652,0.0920099549451829,"1_vgg13_d"
"12",-0.00481195194859061,0.0701034790036617,0.0100390610115631,"1_vgg13_l"
"13",0.215826153377682,-0.108893101296094,0.048514259981933,"1_vgg16_d"
"14",-0.103880175251411,-0.101587304616318,-0.165951014747351,"1_vgg16_l"
"15",0.315902705437064,0.19455639777829,0.303376967201503,"1_vgg19_d"
"16",0.192194521065096,0.137349796341982,0.240475162507475,"1_vgg19_l"
"17",0.162685084249879,-0.0601929265428846,0.11397338145046,"2_resnet18_d"
"18",-0.0827204347364638,-0.0274458478729736,-0.151179157045563,"2_resnet18_l"
"19",0.0752061070972032,0.138107001333553,0.0355504886280613,"2_mobilenet_l"
"20",-0.0160219776080519,0.0500181504679724,0.0498741189017592,"2_squeezenet_l"
"21",0.222172532716117,0.172052957447736,0.0958166978547075,"2_densenet_d"
"22",-0.12144623091014,-0.0421262731871135,-0.103224971998164,"2_densenet_a"
"23",0.200681695320426,0.23936352709902,0.235046990858216,"2_densenet_l"
"24",0.231533198459859,-0.107083117602588,0.0159026242103922,"2_vgg11_d"
"25",0.215135007855472,0.137122092903954,0.0885194580648932,"2_vgg11_l"
"26",0.196001242536121,0.0934825437647757,0.0946557257028882,"2_vgg13_d"
"27",0.216991046766111,0.149612616951474,0.124670837764859,"2_vgg13_l"
"28",0.290113580283953,-0.0862561893563502,0.15851970855746,"2_vgg16_d"
"29",0.0195983012406096,-0.070700220279639,0.036344417951056,"2_vgg16_l"
"30",0.2710375380547,0.229948200121753,0.116853559249299,"2_vgg19_d"
"31",0.269631602250305,0.230221785227582,0.353648827421403,"2_vgg19_l"
"32",0.0607231154550698,-0.0421262731871135,0.150145413815511,"3_resnet18_d"
"33",-0.0787410385479762,-0.0831997403622071,-0.0876136307862622,"3_resnet18_l"
"34",-0.0637592712278233,-0.0982946374365981,-0.0547405154535718,"3_mobilenet_d"
"35",-0.00827890039972763,-0.0984588725343127,0.00767647697136597,"3_mobilenet_l"
"36",-0.0327009323299518,-0.108893101296094,0.0141499924947305,"3_squeezenet_d"
"37",0.086844710255623,0.100141883786325,0.146904369286385,"3_squeezenet_l"
"38",0.0681287869970706,-0.0739782946646091,0.0329589494436378,"3_densenet_d"
"39",0.22878320367024,0.212519219028658,0.129438633655551,"3_densenet_l"
"40",0.277185004256763,-0.117049328173123,0.0260740187859135,"3_vgg11_d"
"41",0.0701242823451987,0.102417416046617,0.163124391677751,"3_vgg11_l"
"42",0.255115283488178,0.102621321035814,0.155050586051324,"3_vgg13_d"
"43",0.19003790160921,0.104222951332844,0.220261976976707,"3_vgg13_l"
"44",0.225515131028559,-0.107279780977823,0.055761405547441,"3_vgg16_d"
"45",0.225456616657097,-0.241554861587046,0.0235027767550584,"3_vgg16_l"
"46",0.150227536205985,-0.135610776361821,0.172861377961407,"3_vgg19_d"
"47",0.177413013326629,0.161076731975435,0.253931357039354,"3_vgg19_l"
"48",0.167248193819314,0.144486907810502,0.0351120435433149,"4_resnet18_d"
"49",-0.115766927785158,-0.123206777593514,-0.164673948172022,"4_resnet18_l"
"50",-0.0305108221512467,-0.0828261697827329,0.132843137267217,"4_mobilenet_l"
"51",0.279411581987261,0.161346588699283,0.139274158557686,"4_squeezenet_d"
"52",0.0983826914159476,-0.0227507877596645,0.178646539912864,"4_squeezenet_l"
"53",0.0932507936626991,-0.0862561893563502,0.0336253927243098,"4_densenet_d"
"54",0.0349300514613404,0.113787390920439,0.195738151812905,"4_densenet_l"
"55",0.294945571257109,-0.125917910573303,-0.0455805879251804,"4_vgg11_d"
"56",-0.0322935257945296,-0.0504077109532462,0.0973168668698736,"4_vgg11_l"
"57",0.0663339924752965,-0.0131482237867244,-0.00439336610513543,"4_vgg13_d"
"58",0.268063115267667,0.181317895862445,0.285840783999099,"4_vgg13_l"
"59",0.225515131028559,-0.107279780977823,0.055761405547441,"4_vgg16_d"
"60",0.180214753327326,0,0.168606642095939,"4_vgg16_l"
"61",0.31621568456892,0.159364855569336,0.370780551775986,"4_vgg19_d"
"62",0.230488518834795,0.159899936591891,0.294022457819298,"4_vgg19_l"
"63",0.318849062819834,0.072392563359876,0.211432868330953,"5_resnet18_d"
"64",0.0441927998665675,0.176067227292875,0.0761002569915421,"5_resnet18_l"
"65",0.28921792755534,0.316012864350144,0.214538129789101,"5_mobilenet_d"
"66",0.00149551030064738,0.0560250384121801,0.173335978044528,"5_mobilenet_l"
"67",0.257618727322589,0.262057702948836,0.0563632480298954,"5_squeezenet_d"
"68",0.158353625505303,0.096459642835731,0.270980506609399,"5_squeezenet_l"
"69",0.281654244226781,0.242454513452238,0.22287421716823,"5_densenet_d"
