,Accuracy,Accuracy,Accuracy,Recall,Recall,Recall,F1-score,F1-score,F1-score
,SVM,DT,RF,SVM,DT,RF,SVM,DT,RF
ResNet18,0.9428571428571428,1.0,1.0,0.5,1.0,1.0,0.4852941176470588,1.0,1.0
MobileNet,0.9142857142857143,0.9714285714285714,0.9714285714285714,0.7196969696969697,0.9848484848484849,0.9848484848484849,0.676923076923077,0.8923076923076924,0.8923076923076924
SqueezeNet,0.9428571428571428,1.0,1.0,0.5,1.0,1.0,0.4852941176470588,1.0,1.0
DenseNet,0.9428571428571428,1.0,1.0,0.5,1.0,1.0,0.4852941176470588,1.0,1.0
VGG11,0.9428571428571428,0.9428571428571428,1.0,0.5,0.9696969696969697,1.0,0.4852941176470588,0.8177083333333333,1.0
VGG13,0.9142857142857143,0.9428571428571428,0.9714285714285714,0.48484848484848486,0.9696969696969697,0.9848484848484849,0.4776119402985075,0.8177083333333333,0.8923076923076924
VGG16,0.9428571428571428,1.0,1.0,0.5,1.0,1.0,0.4852941176470588,1.0,1.0
VGG19,0.9428571428571428,1.0,1.0,0.5,1.0,1.0,0.4852941176470588,1.0,1.0
