,Accuracy,Accuracy,Accuracy,Recall,Recall,Recall,F1-score,F1-score,F1-score
,SVM,DT,RF,SVM,DT,RF,SVM,DT,RF
ResNet18,0.42857142857142855,0.8571428571428571,0.6285714285714286,0.3294956140350877,0.8020833333333333,0.5043859649122807,0.28261437908496734,0.8115684281842819,0.4588744588744589
MobileNet,0.5142857142857142,0.8285714285714286,0.6,0.30153508771929827,0.7889254385964912,0.5279605263157895,0.3010419812745394,0.8087301587301587,0.5598290598290598
SqueezeNet,0.6285714285714286,0.8857142857142857,0.7714285714285715,0.39035087719298245,0.8333333333333333,0.6535087719298245,0.38100775193798453,0.8347222222222223,0.6883699633699634
DenseNet,0.5714285714285714,0.8285714285714286,0.6,0.45230263157894735,0.8174342105263158,0.4446271929824561,0.3662698412698413,0.7591008771929825,0.41074346405228757
VGG11,0.5428571428571428,0.8571428571428571,0.7142857142857143,0.26809210526315785,0.8020833333333333,0.5049342105263158,0.23922902494331066,0.8292635658914729,0.49455128205128207
VGG13,0.6,0.8285714285714286,0.6285714285714286,0.4057017543859649,0.7889254385964912,0.5487938596491229,0.3973684210526316,0.7632621951219511,0.5891891891891892
VGG16,0.42857142857142855,0.8285714285714286,0.6857142857142857,0.30098684210526316,0.7889254385964912,0.6036184210526316,0.2751984126984127,0.7726190476190475,0.637844611528822
VGG19,0.5142857142857142,0.8285714285714286,0.6571428571428571,0.38706140350877194,0.7889254385964912,0.4605263157894737,0.35000000000000003,0.7354166666666666,0.44385964912280695
