,Accuracy,Accuracy,Accuracy,Recall,Recall,Recall,F1-score,F1-score,F1-score
,SVM,DT,RF,SVM,DT,RF,SVM,DT,RF
ResNet18,0.45714285714285713,0.8857142857142857,0.6571428571428571,0.32456140350877194,0.9111842105263158,0.5641447368421053,0.2490842490842491,0.8335470085470085,0.4965786901270772
MobileNet,0.5714285714285714,0.8571428571428571,0.6857142857142857,0.4418859649122807,0.8799342105263158,0.6348684210526316,0.3915847665847666,0.8403508771929824,0.6159090909090909
SqueezeNet,0.6,0.8857142857142857,0.7428571428571429,0.387609649122807,0.9111842105263158,0.6792763157894737,0.38278388278388276,0.8940154440154441,0.6702380952380952
DenseNet,0.6285714285714286,0.9142857142857143,0.6,0.4786184210526316,0.90625,0.4654605263157895,0.39578111946533,0.924015009380863,0.3818181818181818
VGG11,0.45714285714285713,0.8857142857142857,0.6285714285714286,0.3426535087719298,0.8930921052631579,0.5148026315789473,0.296031746031746,0.9035714285714286,0.44696969696969696
VGG13,0.5714285714285714,0.8571428571428571,0.6857142857142857,0.43914473684210525,0.8799342105263158,0.5592105263157895,0.42208462332301344,0.8330248698669751,0.497110423116615
VGG16,0.4,0.8571428571428571,0.6857142857142857,0.2982456140350877,0.8799342105263158,0.5230263157894737,0.22398190045248867,0.8745421245421245,0.4598059598059598
VGG19,0.4857142857142857,0.9142857142857143,0.5142857142857142,0.39473684210526316,0.9243421052631579,0.40789473684210525,0.2777777777777778,0.9176113360323886,0.30288461538461536
