,Accuracy,Accuracy,Accuracy,Recall,Recall,Recall,F1-score,F1-score,F1-score
,SVM,DT,RF,SVM,DT,RF,SVM,DT,RF
ResNet18,0.4857142857142857,0.8571428571428571,0.6285714285714286,0.36622807017543857,0.8223684210526316,0.5328947368421053,0.2708578143360752,0.7820961718020542,0.4632453567937439
MobileNet,0.6,0.8,0.6285714285714286,0.4917763157894737,0.7779605263157895,0.6085526315789473,0.5098560354374307,0.7458621100261967,0.553125
SqueezeNet,0.6,0.8571428571428571,0.7142857142857143,0.46271929824561403,0.8042763157894737,0.5723684210526316,0.43890977443609025,0.7805555555555556,0.5150375939849624
DenseNet,0.5714285714285714,0.8857142857142857,0.5142857142857142,0.6080043859649122,0.8174342105263158,0.4621710526315789,0.5896057347670252,0.8174342105263158,0.3859416445623342
VGG11,0.5714285714285714,0.8857142857142857,0.6857142857142857,0.48848684210526316,0.8174342105263158,0.5773026315789473,0.41965944272445815,0.8174342105263158,0.5136363636363636
VGG13,0.5714285714285714,0.9142857142857143,0.6857142857142857,0.45997807017543857,0.8486842105263158,0.5953947368421053,0.41309966914805624,0.8333333333333334,0.5200189753320683
VGG16,0.6285714285714286,0.8857142857142857,0.7428571428571429,0.5016447368421053,0.8355263157894737,0.6398026315789473,0.46278195488721807,0.8365336417967997,0.5669020897832818
VGG19,0.5428571428571428,0.8,0.6857142857142857,0.41831140350877194,0.7779605263157895,0.5773026315789473,0.3838345864661654,0.768073593073593,0.5080785603715171
