"","Q_D","Q_A","Q_L","V4"
"1",0.613373024309569,0.125793627468824,0.312471432085228,"1_resnet18_d"
"2",0.202346911134864,0.696630546019236,0.00812981262217314,"1_resnet18_a"
"3",0.241470648008294,-0.0125958171198374,0.625760317579627,"1_resnet18_l"
"4",0.639812509917468,0.295235933108331,0.401740658498117,"1_mobilenet_d"
"5",0.202346911134864,0.696630546019236,0.00812981262217314,"1_mobilenet_a"
"6",0.330803473002427,0.223245350201767,0.726014788648272,"1_mobilenet_l"
"7",0.824959806780467,0.260961288387038,0.51230722358923,"1_squeezenet_d"
"8",0.202346911134864,0.696630546019236,0.00812981262217314,"1_squeezenet-a"
"9",0.338696774384792,0.255968876076889,0.601324583046065,"1_squeezenet_l"
"10",0.714669481022706,0.232414994778693,0.358027262368735,"1_densenet_d"
"11",0.202346911134864,0.696630546019236,0.00812981262217314,"1_densenet_a"
"12",0.429885367464826,0.100634901975059,0.746055822343024,"1_densenet_l"
"13",0.582914888912076,0.0910782242477006,0.410886932204507,"1_vgg11_d"
"14",0.202346911134864,0.696630546019236,0.00812981262217314,"1_vgg11_a"
"15",0.272193953856142,0.0719040003405373,0.710746100355359,"1_vgg11_l"
"16",0.631717065658203,0.260223497850573,0.325703056015767,"1_vgg13_d"
"17",0.202346911134864,0.696630546019236,0.00812981262217314,"1_vgg13_a"
"18",0.251995474407628,0.074040227111341,0.584539098674575,"1_vgg13_l"
"19",0.631203782743493,0.0766871015314107,0.354401484031976,"1_vgg16_d"
"20",0.202346911134864,0.696630546019236,0.00812981262217314,"1_vgg16_a"
"21",0.269543721208078,-0.0718631981533406,0.586221495439617,"1_vgg16_l"
"22",0.606469543455989,0.0909512858943794,0.325249114253685,"1_vgg19_d"
"23",0.202346911134864,0.696630546019236,0.00812981262217314,"1_vgg19_a"
"24",0.253271477337294,0.0877126870272265,0.641812215670571,"1_vgg19_l"
"25",0.632560068410984,0.197440605630243,0.384940382053988,"2_resnet18_d"
"26",0.209426954145848,0.80403025220737,0.0290292374893569,"2_resnet18_a"
"27",0.426426351917191,0.223245350201767,0.568393156902266,"2_resnet18_l"
"28",0.607587233820812,0.38793971215211,0.320491232280001,"2_mobilenet_d"
"29",0.209426954145848,0.80403025220737,0.0290292374893569,"2_mobilenet_a"
"30",0.417512636478746,0.211226990443555,0.65774834608393,"2_mobilenet_l"
"31",0.75894818715781,0.367897434681592,0.455748009412215,"2_squeezenet_d"
"32",0.209426954145848,0.80403025220737,0.227395693666629,"2_squeezenet-a"
"33",0.310522570474039,0.235947485633052,0.588245788315245,"2_squeezenet_l"
"34",0.699497866694491,0.260223497850573,0.435941013436489,"2_densenet_d"
"35",0.353609774197905,1,0.140042310839731,"2_densenet_a"
"36",0.395345672183393,0.0748918360022617,0.78354292574079,"2_densenet_l"
"37",0.428059132690278,0.348600239009121,0.26850330666566,"2_vgg11_d"
"38",0.353609774197905,1,0.140042310839731,"2_vgg11_a"
"39",0.267575856764589,0.052411992056426,0.691326500020399,"2_vgg11_l"
"40",0.632296243394445,0.343174292512307,0.319971236812789,"2_vgg13_d"
"41",0.290227064083719,0.685344416842342,0.204338588596027,"2_vgg13_a"
"42",0.32358791892504,0.203355313327797,0.595672112332546,"2_vgg13_l"
"43",0.590224823541989,0.389791225261626,0.347766360625094,"2_vgg16_d"
"44",0.353609774197905,1,0.140042310839731,"2_vgg16_a"
"45",0.169994065252196,0.050987486497654,0.557174761446986,"2_vgg16_l"
"46",0.487005589127643,0.349945325314046,0.356176979892643,"2_vgg19_d"
"47",0.353609774197905,1,0.140042310839731,"2_vgg19_a"
"48",0.475036631932852,0.265080924162515,0.683982894927684,"2_vgg19_l"
"49",0.714669481022706,0.232414994778693,0.382218293609866,"3_resnet18_d"
"50",0.353609774197905,1,0.140042310839731,"3_resnet18_a"
"51",0.451445124537245,0.138553988318211,0.75188255213056,"3_resnet18_l"
"52",0.618615528790847,0.389960245153353,0.295515617941068,"3_mobilenet_d"
"53",0.353609774197905,1,0.140042310839731,"3_mobilenet_a"
"54",0.455830705119515,0.184490220571439,0.672439404634777,"3_mobilenet_l"
"55",0.790360743367517,0.323786975362466,0.450431260499525,"3_squeezenet_d"
"56",0.353609774197905,1,0.140042310839731,"3_squeezenet-a"
"57",0.360192687819686,0.170421510221511,0.63756907631952,"3_squeezenet_l"
"58",0.621266092493453,0.210309725390475,0.183426942393981,"3_densenet_d"
"59",0.353609774197905,1,0.140042310839731,"3_densenet_a"
"60",0.256193390632312,0.152162062697778,0.543808918037238,"3_densenet_l"
"61",0.722938991642838,0.372193684159388,0.376261921682045,"3_vgg11_d"
"62",0.353609774197905,1,0.140042310839731,"3_vgg11_a"
"63",0.405237413852402,-0.0125466465334973,0.734451654265235,"3_vgg11_l"
"64",0.617006643026883,0.326212809870931,0.347898152020374,"3_vgg13_d"
"65",0.353609774197905,1,0.140042310839731,"3_vgg13_a"
"66",0.427811531391938,0.159819288865041,0.553941197603215,"3_vgg13_l"
"67",0.627828337248831,0.330533697605139,0.271723587244774,"3_vgg16_d"
"68",0.353609774197905,1,0.140042310839731,"3_vgg16_a"
"69",0.406846870518494,0.0488113494701108,0.566291225560158,"3_vgg16_l"
"70",0.688189897385194,0.359818117523229,0.390970553691973,"3_vgg19_d"
"71",0.353609774197905,1,0.140042310839731,"3_vgg19_a"
"72",0.415903160118424,0.190692517849118,0.656053345780176,"3_vgg19_l"
